"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",64.078557,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",68.252636,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",67.212376,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",68.821594,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",68.941727,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",67.101256,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",71.022163,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",71.178713,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018","2018",31.824816,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",32.753391,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",32.727073,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",31.977097,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",29.837869,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019","2019",31.920149,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",33.583715,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",33.321204,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",30.173041,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",30.591134,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020","2020",30.518725,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",30.121653,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",31.348245,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",30.101497,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",30.501056,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021","2021",31.653589,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022","2022",33.119844,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",30.691352,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",31.206176,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",31.66172,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",33.08716,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",32.627174,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",33.800136,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",32.113579,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",33.937631,,
"ITF3","Campania","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",33.358259,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018","2018",35.518563,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",37.333989,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",33.824386,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",35.119799,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",35.798703,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019","2019",35.706494,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",34.618331,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",37.021667,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",35.198167,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",35.989031,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020","2020",35.060519,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",34.435818,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",35.648846,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",34.930681,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",35.225606,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021","2021",36.539378,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022","2022",38.243783,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",33.892326,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",38.300425,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",37.156696,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",36.816302,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",36.898198,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",39.408267,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",36.67073,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",40.001573,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y20-64","20-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",39.611674,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2018","2018",39.340135,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2019","2019",37.318689,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2020","2020",38.42845,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2021","2021",39.603046,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2022","2022",42.644669,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",53.706784,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",57.1457,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",57.41096,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",54.307288,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",55.503967,,
"ITE4","Lazio","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",38.026059,,
"ITE4","Lazio","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",39.343104,,
"ITE4","Lazio","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",38.346414,,
"ITE4","Lazio","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",38.748681,,
"ITE4","Lazio","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",42.537003,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018","2018",63.596307,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",64.692528,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",61.158566,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",63.251175,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",65.290121,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019","2019",65.006113,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",62.413803,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",66.678527,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",64.970929,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",65.968534,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020","2020",64.049092,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",63.291459,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",63.363142,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",66.048818,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",63.496844,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021","2021",64.782465,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022","2022",68.940873,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",59.233566,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",65.394785,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",67.605696,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",66.923041,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",66.890829,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",68.367439,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",70.593616,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",69.91791,,
"ITF4","Puglia","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",68.383322,,
"ITE2","Umbria","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",49.528958,,
"ITE2","Umbria","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",47.965023,,
"ITE2","Umbria","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",42.380991,,
"ITE2","Umbria","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",45.28233,,
"ITE2","Umbria","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",49.398743,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2018","2018",39.94012,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2019","2019",43.368034,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2020","2020",41.899723,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2021","2021",38.467016,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2022","2022",49.391711,,
"ITF1","Abruzzo","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2018","2018",61.460243,,
"ITF1","Abruzzo","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2019","2019",59.776611,,
"ITF1","Abruzzo","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2020","2020",57.594646,,
"ITF1","Abruzzo","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2021","2021",62.377738,,
"ITF1","Abruzzo","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2022","2022",61.944195,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2018","2018",13.485577,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2019","2019",8.937048,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2020","2020",8.758861,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2021","2021",11.44744,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2022","2022",12.255192,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2018","2018",53.833472,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2019","2019",53.110949,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2020","2020",52.96025,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2021","2021",55.060235,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2022","2022",53.258845,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",35.926689,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",33.213026,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",30.638797,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",32.604732,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",35.043439,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2018","2018",49.12006,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2019","2019",52.348533,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2020","2020",45.716658,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2021","2021",49.594726,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","99","totale","TOTAL","totale","2022","2022",48.452351,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",14.032028,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",14.530635,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",12.235202,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",13.308221,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",15.164361,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018","2018",57.606918,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",57.944596,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",54.262768,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",58.0477,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",60.187644,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019","2019",58.223397,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",53.501858,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",59.251742,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",59.749701,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",60.428141,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020","2020",57.322695,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",56.31782,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",55.899074,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",57.482807,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",59.613325,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021","2021",58.293316,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022","2022",60.149129,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",57.962613,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",57.20727,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",61.065674,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",56.905383,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",57.469177,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",60.897939,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",62.370363,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",59.886319,,
"ITF6","Calabria","EMP_R","tasso di occupazione","1","maschi","Y20-64","20-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",60.539212,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",20.912188,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",21.238944,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",19.852261,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",20.308415,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",20.530817,,
"ITF3","Campania","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2018","2018",40.602696,,
"ITF3","Campania","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2019","2019",41.048825,,
"ITF3","Campania","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2020","2020",38.621373,,
"ITF3","Campania","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2021","2021",42.723895,,
"ITF3","Campania","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","99","totale","TOTAL","totale","2022","2022",46.409954,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2018","2018",7.820193,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2019","2019",8.080081,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2020","2020",4.200812,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2021","2021",11.998486,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","99","totale","TOTAL","totale","2022","2022",15.218231,,
"ITF2","Molise","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",65.898185,,
